8213	30.475	163.38	0.59	80.76	4.69
8214	30.475	165.2	0.73	86.88	4.32
8215	30.475	166	0.82	93.78	2.7
8216	30.475	167.34	1.16	98.78	1.86
8217	30.475	168.23	1.48	102.85	0.78
8218	30.475	170.12	1.65	106.14	0.4
8219	30.475	169.92	1.84	111.26	0
8220	30.475	170.31	2.31	113.42	0
8221	30.475	171.58	2.94	115.54	0
8222	30.475	169.95	3.5	116.43	0
8223	30.475	170.51	4.23	116.03	0.01
8224	30.475	170.44	5.19	112.5	0.04
8225	30.475	168.75	6.26	109.49	0.01
8226	30.475	165.14	7.46	101.15	0
8227	30.475	164.38	9.22	92.64	0.07
8228	30.475	161.42	12.17	79.73	0
8229	30.475	158.63	15.63	64.96	0.08
8230	30.475	152.64	19.99	50.62	0
8231	30.475	148.28	26.48	37.38	0.16
8232	30.475	140.58	33.59	26.11	0.8
8233	30.475	130.04	42.4	18.1	0.49
8234	30.475	118	53.5	12.61	0.97
8235	30.475	102.68	65.47	8.69	1.1
8236	30.475	86.95	79.86	6.48	1.28
8237	30.475	72.37	92.79	4.61	1.5
8238	30.475	56.2	104.83	3.58	1.15
8239	30.475	43.28	115.04	2.84	1.74
8240	30.475	32.23	124.76	1.97	2.31
8241	30.475	24.17	131.11	1.65	2.45
8242	30.475	18.25	133.27	1.24	3.4
8243	30.475	13.75	136.41	0.77	4.53
8244	30.475	10.36	137.16	0.6	5.91
8245	30.475	7.64	135.86	0.75	9.42
8246	30.475	5.78	131.79	0.76	13.7
8247	30.475	4.5	125.5	0.37	20.55
8248	30.475	3.4	117.62	0	29.56
8249	30.475	2.36	108.62	0.09	41.41
8250	30.475	1.66	98.44	0	54.07
8251	30.475	1.15	83.94	0	68.82
8252	30.475	0.77	70.44	0	83.7
8253	30.475	0.43	57.43	0	97.76
8254	30.475	0.02	45.44	0.23	109.54
8255	30.475	0	35.24	1.19	116.13
8256	30.475	0	26.74	2.59	120.8
8257	30.475	0	20.39	5.32	121.37
8258	30.475	0	14.69	9.14	119.05
8259	30.475	0	10.9	14.19	114.27
8260	30.475	0	7.85	21.16	106.43
8261	30.475	0	5.78	30.69	95.84
8262	30.475	0	4.09	39.67	82.02
8263	30.475	0	2.71	48.48	70.77
8264	30.475	0	2.02	57.46	58.57
8265	30.475	0	1.44	65.28	46.43
8266	30.475	0	0.71	71.63	35.76
8267	30.475	0	0.45	76.75	29.18
8268	30.475	0	0.22	79.08	23.03
8269	30.475	0	0.16	80.41	17.19
8270	30.475	0	0	78.17	14.27
8271	30.475	0.59	0	74.45	10.5
8272	30.475	1.45	0	69.57	8.81
8273	30.475	2.32	0	63.31	7.22
8274	30.475	3.89	0	56.67	6.12
8275	30.475	5.22	0	49.52	5.2
8276	30.475	6.59	0.03	44.1	4.17
8277	30.475	7.72	0.05	38.34	3.32
8278	30.475	8.63	0.09	33.27	3.02
8279	30.475	9.4	0	28.13	2.76
8280	30.475	9.45	0	24.31	1.97
8281	30.475	10.18	0.07	19.9	1.75
8282	30.475	10.02	0.07	16.65	1.44
8283	30.475	9.53	0.22	13.8	0.9
8284	30.475	9.82	0.34	11.14	0.73
8285	30.475	9.98	0.24	8.14	0.43
8286	30.475	8.33	0.18	6.02	0
8287	30.475	9.33	0.01	2.91	0
8288	30.475	8.92	0	0	0
8289	30.475	8.46	0	0	0
8290	30.475	9.38	0.56	0	0
8291	30.475	8.07	0	0.08	0
					
					
8192	36.725	62.28	0	0	53.78
8193	36.725	66.94	0	0	59.97
8194	36.725	74.78	0	0	62.15
8195	36.725	81.01	0	0	70.1
8196	36.725	93.98	0	0	70.37
8197	36.725	99.15	0	0	65.95
8198	36.725	108.67	0	0	61.66
8199	36.725	113.82	0.37	0	58.26
8200	36.725	121.65	0.2	0.14	54.59
8201	36.725	132.19	0.54	1.6	45.98
8202	36.725	140.56	0.57	3.2	47.8
8203	36.725	149.67	0.58	6.19	44.05
8204	36.725	157.22	0.21	11.12	42.71
8205	36.725	164.27	0.33	15.88	35.93
8206	36.725	171.53	0.14	23.81	31.83
8207	36.725	175.02	0.01	35.73	29.67
8208	36.725	177.78	0	48.79	25.75
8209	36.725	180.23	0	65.59	21.74
8210	36.725	183.62	0	80.89	19.88
8211	36.725	185.46	0	94	16.67
8212	36.725	187.42	0	107.42	13.06
8213	36.725	189.04	0.03	117.46	11.05
8214	36.725	190.66	0.09	125.92	8.06
8215	36.725	192.75	0.18	130.59	6.24
8216	36.725	193.47	0.4	136.96	4.93
8217	36.725	195.04	0.38	141.93	3.57
8218	36.725	196.13	0.58	148.42	1.64
8219	36.725	196.6	0.92	153.36	1.35
8220	36.725	195.95	1.37	157.63	0.94
8221	36.725	198.14	1.66	160.78	0.72
8222	36.725	198.29	2.16	161.9	0.68
8223	36.725	198.38	2.61	163.36	0.46
8224	36.725	197.33	3.2	160.31	0.4
8225	36.725	196.68	3.66	155.75	0.26
8226	36.725	195.17	4.36	147.89	0
8227	36.725	193.79	5.18	137.35	0
8228	36.725	190.73	6.96	119.99	0
8229	36.725	188.05	9	98.37	0
8230	36.725	184.31	11.54	75.02	0
8231	36.725	179.98	15.68	53.78	0
8232	36.725	173.38	22.04	35.84	0
8233	36.725	166.03	31.75	23.55	0
8234	36.725	154.49	43.54	15.69	0
8235	36.725	139.2	59.59	10.28	0
8236	36.725	120.09	78.35	6.33	0
8237	36.725	96.92	100.32	4.47	0
8238	36.725	75.63	118.81	3.1	0
8239	36.725	56.39	134.89	2	0
8240	36.725	40.12	148.22	1.65	0
8241	36.725	29.13	155.99	1.19	0.41
8242	36.725	21.18	159.66	0.76	1.57
8243	36.725	15.48	162.07	0.56	3.16
8244	36.725	10.83	162.45	0.33	5.27
8245	36.725	7.62	161.49	0.22	8.68
8246	36.725	5.73	157.9	0.07	14.8
8247	36.725	3.83	152.67	0	24.28
8248	36.725	2.79	144.47	0	37.82
8249	36.725	1.99	132.68	0	53.63
8250	36.725	1.22	116.72	0	74.13
8251	36.725	0.7	97.61	0	95.89
8252	36.725	0.24	78.43	0	117.02
8253	36.725	0.11	58.99	0	136.13
8254	36.725	0	43.05	0	149.68
8255	36.725	0	30.49	1.33	157.06
8256	36.725	0	21.05	4.3	159.2
8257	36.725	0	14.98	10.48	156.38
8258	36.725	0	10.31	19.02	149.96
8259	36.725	0	7.22	31.2	136.46
8260	36.725	0	5.23	45.34	118.34
8261	36.725	0	3.79	61.3	99.36
8262	36.725	0	2.75	75.71	81.61
8263	36.725	0	1.92	90.02	62.85
8264	36.725	0	1.36	100.38	48.55
8265	36.725	0	0.98	106.63	37.76
8266	36.725	0	0.57	110.61	29.01
8267	36.725	0	0.34	109.13	21.74
8268	36.725	0.42	0.27	105.78	16.24
8269	36.725	1.93	0.21	98.74	11.82
8270	36.725	4.25	0.08	88.7	9.01
8271	36.725	6.79	0.07	78.71	6.69
8272	36.725	10.62	0.13	69.42	5.4
8273	36.725	14.19	0.29	59.27	4.44
8274	36.725	17.36	0.27	50.82	3.8
8275	36.725	20.07	0.3	42.26	3.08
8276	36.725	22.89	0.37	35.34	2.46
8277	36.725	24.23	0.29	28.92	2.06
8278	36.725	24.7	0.28	24.22	1.63
8279	36.725	24.38	0.15	19.02	1.6
8280	36.725	23.38	0.22	15.15	1.44
8281	36.725	21.71	0.05	12.24	1.4
8282	36.725	19.83	0.02	8.6	1.17
8283	36.725	17.5	0	5.79	0.69
8284	36.725	14.77	0	3.69	0.48
8285	36.725	12.31	0	1.59	0.17
8286	36.725	10.31	0	0	0
8287	36.725	9.1	0	0	0
8288	36.725	7.5	0	0	0
8289	36.725	7.47	0	0	0
8290	36.725	4.83	0	0	0
8291	36.725	4.28	0	0	0
					
					
8192	42.975	61.1	0	0	71.77
8193	42.975	69.54	0	0	71.21
8194	42.975	66.98	0	0	55.42
8195	42.975	79.44	0	0	61.23
8196	42.975	93.94	0	0	59.17
8197	42.975	107.68	0.3	0	57.24
8198	42.975	122.62	0.68	0	56.57
8199	42.975	136.37	1.22	0	51.61
8200	42.975	136.32	1.23	0	46.53
8201	42.975	145.36	1.61	1.1	41.24
8202	42.975	151.63	1.8	2.87	36.68
8203	42.975	157.01	1.78	5.92	32.32
8204	42.975	161.62	1.68	10.22	28.12
8205	42.975	172.87	1.4	17.77	23.58
8206	42.975	177.31	0.91	28.42	22.12
8207	42.975	182.1	0.33	44.59	16.71
8208	42.975	186.94	0.19	62.85	14.52
8209	42.975	187.58	0	83.74	10.92
8210	42.975	188.83	0	103.81	10.34
8211	42.975	190.5	0	121.79	6.39
8212	42.975	190.04	0	135.14	4.36
8213	42.975	192.73	0	145.02	3.7
8214	42.975	191.9	0	150.22	4.16
8215	42.975	192.2	0	156.06	0.87
8216	42.975	192.6	0	162.63	0.16
8217	42.975	194.4	0.07	167.59	0.77
8218	42.975	196.14	0.25	173.3	0
8219	42.975	198.74	0.56	180.76	0.54
8220	42.975	200.79	0.85	186.23	0.25
8221	42.975	200.98	1.49	191.29	0.21
8222	42.975	201.66	2.04	194.22	0.49
8223	42.975	201.79	2.42	196.06	0.44
8224	42.975	202.99	2.93	196.76	0.38
8225	42.975	202.6	3.56	193.52	0.16
8226	42.975	202.52	4.24	188.42	0
8227	42.975	201.48	5.06	176.19	0
8228	42.975	201.18	6.09	159.44	0
8229	42.975	199.62	7.89	131.7	0
8230	42.975	199.76	10.79	100.07	0
8231	42.975	199.08	15.03	68.15	0.26
8232	42.975	197.37	21.13	42.46	0.44
8233	42.975	194.52	31.74	23.75	1.55
8234	42.975	185.34	46.52	13.94	1.38
8235	42.975	172.92	67.56	7.81	1.16
8236	42.975	155.09	92.09	4.94	1.54
8237	42.975	129.31	120.58	2.97	1.06
8238	42.975	103.12	147.02	2.01	0.93
8239	42.975	78.35	165.82	1.56	1.47
8240	42.975	54.03	178.12	1.25	2.04
8241	42.975	36.37	185.18	1.22	3.61
8242	42.975	24.88	190.17	0.77	4.61
8243	42.975	16.93	192.56	0.39	6.02
8244	42.975	11.36	194.16	0.31	8.15
8245	42.975	7.86	192.41	0.13	12.52
8246	42.975	5.6	190.27	0	19.24
8247	42.975	3.65	185.02	0	30.5
8248	42.975	2.52	175.76	0	45.97
8249	42.975	1.6	162.51	0	64.87
8250	42.975	0.97	144.95	0	92.43
8251	42.975	0.43	122.3	0	123.41
8252	42.975	0.14	96.92	0	149.66
8253	42.975	0	71.45	0	171.48
8254	42.975	0	49.75	0	185.62
8255	42.975	0	33.49	0.03	192.35
8256	42.975	0	22.69	3.17	193.72
8257	42.975	0	15.5	9.67	186.77
8258	42.975	0	10.89	20.38	175.7
8259	42.975	0	7.67	38.28	158.92
8260	42.975	0	5.55	61.26	137.31
8261	42.975	0	3.97	88.21	112.66
8262	42.975	0	2.81	111.38	87.19
8263	42.975	0	2.24	129.75	67.55
8264	42.975	0	1.93	141	51.31
8265	42.975	0	1.46	148.07	38.96
8266	42.975	0	1.23	152.34	29.15
8267	42.975	0.37	0.91	151.33	22.41
8268	42.975	3.05	0.74	143.83	17.03
8269	42.975	6.62	0.63	132.18	13.11
8270	42.975	11.56	0.64	116.44	9.82
8271	42.975	18.66	0.66	97.22	8.22
8272	42.975	25.56	0.73	77.42	7
8273	42.975	32.68	0.73	60.98	6.37
8274	42.975	40.37	0.69	46.91	5.53
8275	42.975	45.92	0.79	37.93	5.27
8276	42.975	50.42	0.76	29.27	4.75
8277	42.975	52.85	0.71	23.47	4.11
8278	42.975	54.11	0.53	18.76	3.31
8279	42.975	52.83	0.44	14.84	2.78
8280	42.975	48.38	0.37	11.22	2.11
8281	42.975	43.86	0.14	8.45	1.92
8282	42.975	37.76	0.09	5.72	1.13
8283	42.975	30.75	0	3.65	0.89
8284	42.975	25.57	0	2.3	0.5
8285	42.975	21.27	0	0.34	0
8286	42.975	16.5	0	0	0
8287	42.975	14.87	0	0	0
8288	42.975	11.9	0	0	0
8289	42.975	9.05	0	0	0
8290	42.975	8	0	0	0
8291	42.975	6.36	0	0	0
					
					
8192	49.225	60.28	0	0	85.91
8193	49.225	64.56	0	0	87.8
8194	49.225	64.15	0	0	85.51
8195	49.225	72.84	0.22	0	83.85
8196	49.225	81.08	0.73	0	77.07
8197	49.225	87.02	1.38	0	74.34
8198	49.225	99.28	1.81	0	71.9
8199	49.225	112.8	2.43	0	68.27
8200	49.225	126.88	2.78	0	63.68
8201	49.225	141.73	3	0.84	62.42
8202	49.225	149.67	3.57	3	55.2
8203	49.225	161.52	3.58	5.81	53.12
8204	49.225	170.08	3.21	12.78	47.85
8205	49.225	176.2	2.89	22.75	43.33
8206	49.225	177.91	2.1	40.15	39.65
8207	49.225	182.25	1.42	56.96	32.92
8208	49.225	184.62	0.51	81.29	29.37
8209	49.225	186.87	0	104.09	24.11
8210	49.225	187.11	0	118.73	18.61
8211	49.225	188.29	0	129.69	11.42
8212	49.225	189.14	0	135.68	9.2
8213	49.225	187.65	0	139.58	5.8
8214	49.225	188.53	0	139.09	4.36
8215	49.225	187.97	0	141.42	3.66
8216	49.225	187.17	0	143.68	2.84
8217	49.225	188.8	0	149.51	4.76
8218	49.225	188.62	0	158.89	8.78
8219	49.225	189.78	0	171.98	7.16
8220	49.225	190.9	0	185.87	4.79
8221	49.225	190.74	0.36	198.75	1.71
8222	49.225	189.45	0.96	205.17	0.39
8223	49.225	190.73	1.5	210.55	0
8224	49.225	192.55	2.12	213.59	0
8225	49.225	194.52	2.56	212.8	0
8226	49.225	194.6	3.18	204.88	0
8227	49.225	193.06	4.05	189.53	0
8228	49.225	191.9	5.53	168.02	0
8229	49.225	192.19	7.64	136.05	0
8230	49.225	193.34	11.03	98.32	0
8231	49.225	192.71	16.77	60.65	0
8232	49.225	192.3	24.81	33.69	0.14
8233	49.225	189.45	37.81	17.73	0.3
8234	49.225	182.54	56.58	9.12	0.32
8235	49.225	169.05	83.08	5.25	0.07
8236	49.225	149	118.08	3.34	0
8237	49.225	121.56	149.21	2.3	0
8238	49.225	93.58	171.9	1.9	0
8239	49.225	65.43	187.83	1.75	0.49
8240	49.225	42.33	195.35	1.72	1.63
8241	49.225	28.33	198.66	1.46	2.71
8242	49.225	18.48	203.18	1.46	3.17
8243	49.225	12.57	205.91	1.23	4.86
8244	49.225	8.56	205.12	1.06	8.34
8245	49.225	5.94	202.57	0.81	16.03
8246	49.225	3.76	197.99	0.67	27.71
8247	49.225	2.4	189.88	0.49	42.62
8248	49.225	1.47	176.29	0.09	62.49
8249	49.225	0.85	159.83	0	86.88
8250	49.225	0.43	139.81	0	122.69
8251	49.225	0.12	112.8	0	157.31
8252	49.225	0	83.74	0	181.91
8253	49.225	0	59.25	0	198.1
8254	49.225	0	40.23	0	204.16
8255	49.225	0	25.72	1.16	207.46
8256	49.225	0	17.42	5.64	204.18
8257	49.225	0	11.63	15.54	196.55
8258	49.225	0	7.66	33.77	180.97
8259	49.225	0	5.25	60.78	156.84
8260	49.225	0	3.62	92.24	124.87
8261	49.225	0	2.48	122.45	95.04
8262	49.225	0	1.81	142.68	69.17
8263	49.225	0	1.6	157.46	50.29
8264	49.225	0	1.05	165.87	36.81
8265	49.225	0	0.87	168.34	27.76
8266	49.225	0.58	0.48	166.22	20.05
8267	49.225	3.04	0.22	156.81	15.37
8268	49.225	7.13	0.19	141.59	12.16
8269	49.225	13.83	0.11	122.27	9.6
8270	49.225	21.79	0.25	98	7.65
8271	49.225	31.5	0.27	75.64	6.37
8272	49.225	40.86	0.45	55	5.76
8273	49.225	50.07	0.51	40.16	5.11
8274	49.225	57.06	0.65	30.55	4.38
8275	49.225	63.39	0.64	23.01	3.7
8276	49.225	68.69	0.72	18.14	2.94
8277	49.225	71.72	0.65	14.4	2.46
8278	49.225	70.61	0.59	11.61	1.85
8279	49.225	68.01	0.43	8.78	1.33
8280	49.225	62.27	0.31	6.61	0.65
8281	49.225	54.62	0.16	5.17	0.32
8282	49.225	46.2	0	3.55	0.16
8283	49.225	37	0	1.98	0
8284	49.225	29.1	0	0.64	0
8285	49.225	21.93	0	0	0
8286	49.225	17.19	0	0	0
8287	49.225	13	0	0	0
8288	49.225	9.79	0	0	0
8289	49.225	6.2	0	0	0
8290	49.225	4.09	0	0	0
8291	49.225	5.94	0	0	0
					
					
8192	55.475	39.93	0	0	90.05
8193	55.475	47.29	1.15	0	89.75
8194	55.475	51.78	0.4	0	85.22
8195	55.475	52.8	1.28	1.41	86.91
8196	55.475	62.75	1.93	0.83	86.64
8197	55.475	74.26	2.83	0.9	88.16
8198	55.475	88.16	3.68	0.63	89.23
8199	55.475	100.64	4.99	1.18	87.02
8200	55.475	112.65	5.46	0.7	82.66
8201	55.475	124.29	6.16	0.49	76.25
8202	55.475	138.44	6.89	1.76	68.87
8203	55.475	150.95	7.86	4.03	65.03
8204	55.475	159.1	7.57	10.89	53.68
8205	55.475	169.6	7.45	20.67	49.85
8206	55.475	174.39	6.42	37.6	41.64
8207	55.475	177.77	5.17	61.53	40.6
8208	55.475	180.07	3.47	87.96	32.48
8209	55.475	180	1.88	115.29	26.44
8210	55.475	178.91	0.77	134.62	18.43
8211	55.475	180.34	0.05	144.45	15.12
8212	55.475	180.58	0	143.68	10.38
8213	55.475	179.89	0	143.9	7.39
8214	55.475	179.24	0	135.46	5.49
8215	55.475	180.31	0	129.18	5.97
8216	55.475	179.94	0	127.83	9.23
8217	55.475	180.53	0	128.14	13.66
8218	55.475	180.07	0	137.06	21.86
8219	55.475	182.89	0	154.68	25.16
8220	55.475	183.97	0	172.5	22.14
8221	55.475	184.21	0.49	193.69	12.04
8222	55.475	184.22	1.11	204.47	4.52
8223	55.475	184.68	1.71	212.57	1.4
8224	55.475	186.21	2.22	216.69	0.17
8225	55.475	188.76	2.62	214.13	0
8226	55.475	186.81	3.28	202.9	0
8227	55.475	185.35	4.09	186.17	0
8228	55.475	182.05	5.61	163.18	0
8229	55.475	184.41	8.28	127.66	0
8230	55.475	184.76	11.98	92.73	0
8231	55.475	187.6	17.65	55.25	0.16
8232	55.475	190.3	27.03	30.16	0.27
8233	55.475	190.27	41.27	15.77	0.21
8234	55.475	188.58	61.99	8.13	0.1
8235	55.475	181.79	91.8	4.19	0
8236	55.475	162.76	126.15	2.52	0
8237	55.475	137.45	157.6	1.66	0
8238	55.475	105.88	182.6	1.2	0
8239	55.475	75.32	199.01	1.29	0.3
8240	55.475	48.59	204.37	1.11	1.56
8241	55.475	30.76	206.24	1.24	2.69
8242	55.475	19.67	209.99	1.2	3.37
8243	55.475	12.82	211.15	1.07	4.87
8244	55.475	8.31	208.2	0.67	9.06
8245	55.475	5.92	203.84	0.26	17.85
8246	55.475	3.7	197.39	0.2	29.06
8247	55.475	2.56	187.26	0.11	42.78
8248	55.475	1.83	169.17	0	60.11
8249	55.475	1.19	151.81	0	84.29
8250	55.475	0.72	133.02	0	116.78
8251	55.475	0.42	106.45	0	148.3
8252	55.475	0.15	79.22	0	171.6
8253	55.475	0.18	56.81	0	188.43
8254	55.475	0	37.4	0	197.98
8255	55.475	0	24.06	2.47	199.57
8256	55.475	0	15.88	8.76	195.68
8257	55.475	0	10.3	21.38	186.22
8258	55.475	0	6.64	39.97	168.3
8259	55.475	0	4.35	68.32	142.59
8260	55.475	0	3.19	101.21	116.47
8261	55.475	0	2.11	124.14	89.65
8262	55.475	0	1.49	140.36	61.74
8263	55.475	0	1.1	151.41	44.48
8264	55.475	0	0.84	155.68	33.11
8265	55.475	0	0.52	156.45	23.91
8266	55.475	1.4	0.14	151.46	17.57
8267	55.475	4.07	0.02	140.67	13.05
8268	55.475	8.7	0	123.46	9.73
8269	55.475	17.54	0	104.36	7.6
8270	55.475	28.19	0	82.18	6.15
8271	55.475	40.93	0	59.81	5.53
8272	55.475	54.85	0.25	41.41	5.03
8273	55.475	66.33	0.4	30.87	4.36
8274	55.475	77.32	0.35	22.28	3.9
8275	55.475	85.75	0.39	16.89	3.06
8276	55.475	90.02	0.4	12.94	2.52
8277	55.475	92.07	0.25	9.82	1.74
8278	55.475	89.68	0.27	7.5	1.58
8279	55.475	81.36	0.25	5.92	1.05
8280	55.475	71.53	0.02	4.4	0.75
8281	55.475	60.71	0	3.28	0.81
8282	55.475	48.02	0	2.02	0.23
8283	55.475	36.41	0	1.17	0
8284	55.475	26.81	0	0.35	0
8285	55.475	19.8	0	0	0
8286	55.475	14.78	0	0	0
8287	55.475	10.58	0	0	0
8288	55.475	7.96	0	0	0
8289	55.475	6.34	0	0	0
8290	55.475	4.72	0	0	0
8291	55.475	3.87	0	0	0
					
					
